Member,First Name,Last Name,Chamber,Party,State / District,Link,URL,Deadline,Comment,Submitted,Past Caucus Signatory,Caucus,Appropriator,Authorizer,NASA Center,Priority Ranking
Diana DeGette,Diana,DeGette,House,Democrat,CO-1,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmKN5o7h-guJOu0dYd8H4L6BUMVVIWU9SQ0xRQ1E0REVIV0c0QlFYVElTQy4u&route=shorturl,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmKN5o7h-guJOu0dYd8H4L6BUMVVIWU9SQ0xRQ1E0REVIV0c0QlFYVElTQy4u&route=shorturl,3/9/2026,email chris.schloesser@mail.house.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Joe Neguse,Joe,Neguse,House,Democrat,CO-2,,mailto:Ishmael.Brown@mail.house.gov,TBD,Email Ishmael.Brown@mail.house.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Lauren Boebert,Lauren,Boebert,House,Republican,CO-4,link,https://boebert.house.gov/sites/evo-subsites/boebert.house.gov/files/evo-media-document/boebert-appropriations-form-fy27.pdf,3/10/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jeff Crank,Jeff,Crank,House,Republican,CO-5,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jason Crow,Jason,Crow,House,Democrat,CO-6,link,https://docs.google.com/forms/d/e/1FAIpQLSd-7wUoqnJf67ffvqpv6rSNqxe7bC_1WggyGBFW5bbufqGhfA/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Brittany Pettersen,Brittany,Pettersen,House,Democrat,CO-7,link,https://docs.google.com/forms/d/e/1FAIpQLSftMaqKiTM0uRgQhRYzuBvReE8o0Wn2AAuBdJCR5rLJmqterA/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Gabe Evans,Gabe,Evans,House,Republican,CO-8,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Richard Blumenthal,Richard,Blumenthal,Senate,Democrat,CT,,,,sign up here to be notified,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Chris Murphy,Chris,Murphy,Senate,Democrat,CT,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
John Larson,John,Larson,House,Democrat,CT-1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Joe Courtney,Joe,Courtney,House,Democrat,CT-2,link,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmLy25g0THclMukv9wi2eJStUQjFZVDIzRFpLSThPOVFIV0lZR1hLMVhGTy4u,3/2/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Rosa DeLauro,Rosa,DeLauro,House,Democrat,CT-3,link,https://docs.google.com/forms/d/e/1FAIpQLSfKagcYRP7KMT3bkAfhp8s-Th3AM1E_qiPOtSNhfY89X_TtHw/viewform,2/27/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jim Himes,Jim,Himes,House,Democrat,CT-4,,mailto:Lisa.Ghaffari@mail.house.gov,TBD,Email Lisa.Ghaffari@mail.house.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jahana Hayes,Jahana,Hayes,House,Democrat,CT-5,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmJQELJyAuONBhIm0fWA9pvBUQ1E3UDRFS1VKOUI1MjJJTUxPRjE5VURVMC4u,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmJQELJyAuONBhIm0fWA9pvBUQ1E3UDRFS1VKOUI1MjJJTUxPRjE5VURVMC4u,3/11/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jimmy Patronis,Jimmy,Patronis,House,Republican,FL-01,link,https://forms.cloud.microsoft/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmFIeHXQ_ZNNEsvtDfvGieBVUNVpWNFZKVFRIRUZCQU0zWEExTUw4TkpJWS4u&route=shorturl,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Gus Bilirakis,Gus,Bilirakis,House,Republican,FL-12,link,https://docs.google.com/document/d/1xBt2FzMm31IOGCuSZqsosD7sVMa9Ya69/edit,3/15/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Anna Luna,Anna,Luna,House,Republican,FL-13,link,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmGZODjcRm-RPr4voCetajkVUQzFHUlRHT0lYQ1BJTVhSNlJVTTg1OFFZUy4u&route=shorturl,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Kathy Castor,Kathy,Castor,House,Democrat,FL-14,https://docs.google.com/forms/d/e/1FAIpQLScvWnnGQn-Zi1-C66Z-nawq2BEj3zkyWjdbq_KXD1m92b08bw/viewform,https://docs.google.com/forms/d/e/1FAIpQLScvWnnGQn-Zi1-C66Z-nawq2BEj3zkyWjdbq_KXD1m92b08bw/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Laurel Lee,Laurel,Lee,House,Republican,FL-15,link,https://docs.google.com/forms/d/e/1FAIpQLSe_zhhm0x3P28K2IPP6dPKxLLFlfIQYKVC74QmydKtz3G3VYw/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Vern Buchanan,Vern,Buchanan,House,Republican,FL-16,link,https://docs.google.com/document/d/1XOz8fuNm4r9ppW-P5ncZnrITCcUvkHZB/edit,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Greg Steube,Greg,Steube,House,Republican,FL-17,link,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmF0cUVHjyh1Jl1SGTXnpGxFUQVQ4UExCVjM5SFA3ODdFUVVYQ0gyTUpCUC4u&route=shorturl,3/3/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Byron Donalds,Byron,Donalds,House,Republican,FL-19,link,https://docs.google.com/forms/d/e/1FAIpQLSc4p7HLoVVxABjRNkRunOgWI8t61zWAdaEJE9KthSN77gjgjA/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Neal Dunn,Neal,Dunn,House,Republican,FL-2,link,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmOtxw8XD1olBuzJiaKIKupJUMFg2N1RLMDUzWkNLU1VMTlBHUTM1NTBUWi4u,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sheila Cherfilus-McCormick,Sheila,Cherfilus-McCormick,House,Democrat,FL-20,link,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmDY54Mjr_t1Lt1XmzH6qoYJUQUUzM1dON1dPNUtVWVFQWkJMQkpCQjIxTC4u,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Brian Mast,Brian,Mast,House,Republican,FL-21,link,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmKALc6i6iZJKsyEcGDJ8sztUNDlRNVM2RjJXVkE3OUZZWjlNRjFCSjhONC4u,2/13/2026,(form still open),FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Lois Frankel,Lois,Frankel,House,Democrat,FL-22,link,https://docs.google.com/forms/d/1LE3QCn-JkxaAhG5fKOySRc3ezEjCzMXTrRA8xsbe8UA/viewform?edit_requested=true,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jared Moskowitz,Jared,Moskowitz,House,Democrat,FL-23,link,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmDY54Mjr_t1Lt1XmzH6qoYJUQUUzM1dON1dPNUtVWVFQWkJMQkpCQjIxTC4u,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Debbie Wasserman Schultz,Debbie,Wasserman Schultz,House,Democrat,FL-25,link,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmNlS-0JmAzpMhSZIgcD_xThUOTJLOTRIRzIySDg5OVhCWEo1WDJFSlpCNC4u&route=shorturl,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mario Diaz-Balart,Mario,Diaz-Balart,House,Republican,FL-26,link,https://docs.google.com/document/d/10fog_ZsKq1qFWQVg6YlWY0z7DW1usBdK/edit,3/20/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Maria Salazar,Maria,Salazar,House,Republican,FL-27,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Carlos Gimenez,Carlos,Gimenez,House,Republican,FL-28,https://docs.google.com/forms/d/e/1FAIpQLSdT0Daa8EOqtJtXXdW0kvKV_aLmPTU0nKxciZedApQr2PL0Qw/viewform,https://docs.google.com/forms/d/e/1FAIpQLSdT0Daa8EOqtJtXXdW0kvKV_aLmPTU0nKxciZedApQr2PL0Qw/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Kat Cammack,Kat,Cammack,House,Republican,FL-3,link,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmP53a_RBV2BHkdBipcJJyl9UQ0cyRVJNTlhBRUVLR0VQWDZYWkdBVDJIUS4u,3/11/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Aaron Bean,Aaron,Bean,House,Republican,FL-4,,mailto:James.Thomas@mail.house.gov,TBD,Email James.Thomas@mail.house.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
John Rutherford,John,Rutherford,House,Republican,FL-5,link,https://rutherford.house.gov/appropriations,3/13/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Randy Fine,Randy,Fine,House,Republican,FL-6,link,https://docs.google.com/document/d/1kiTLGEKvUTcZWiLNR8dmlAV3UL3zYrcw/edit,4/10/2026,Email completed form to appropriationsfine@mail.house.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Cory Mills,Cory,Mills,House,Republican,FL-7,link,https://forms.cloud.microsoft/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmHodqKsF-slPpNDVoJbaS_dUQVE5QjBZOTg4RkhNNVpKU0FMQUsxV1JKViQlQCN0PWcu&route=shorturl,3/20/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jon Ossoff,Jon,Ossoff,Senate,Democrat,GA,link,https://outreach.senate.gov/iqextranet/EForm.aspx?__cid=SenOssoff&__fid=100070,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Raphael Warnock,Raphael,Warnock,Senate,Democrat,GA,link,https://airtable.com/appl00jlfR98AC0nv/pag8FMw2LJJsIT6bT/form,3/2/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Buddy Carter,Buddy,Carter,House,Republican,GA-1,https://docs.google.com/forms/d/e/1FAIpQLScmQc5odkUJboz6GLOgXcSiH9KYbqzfFw_7IRKNqMiOaPxyVA/viewform,https://docs.google.com/forms/d/e/1FAIpQLScmQc5odkUJboz6GLOgXcSiH9KYbqzfFw_7IRKNqMiOaPxyVA/viewform,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Barry Loudermilk,Barry,Loudermilk,House,Republican,GA-11,link,mailto:Eric.Johnson3@mail.house.gov,3/11/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Rick Allen,Rick,Allen,House,Republican,GA-12,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
David Scott,David,Scott,House,Democrat,GA-13,https://davidscott.house.gov/uploadedfiles/cpfform1.pdf,https://davidscott.house.gov/uploadedfiles/cpfform1.pdf,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
VACANT ,VACANT,,House,Republican,GA-14,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sanford Bishop,Sanford,Bishop,House,Democrat,GA-2,link,https://bishop.house.gov/sites/evo-subsites/bishop.house.gov/files/evo-media-document/fy27_ga02-sdb_appropriationsform-programslanguage.pdf,3/9/2026,Due at noon,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Brian Jack,Brian,Jack,House,Republican,GA-3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Hank Johnson,Hank,Johnson,House,Democrat,GA-4,https://docs.google.com/forms/d/e/1FAIpQLSeBw_FhwBfga5aiS9STohvcSDGX9oDFEKFQJFeW2G__-OE1yw/viewform,https://docs.google.com/forms/d/e/1FAIpQLSeBw_FhwBfga5aiS9STohvcSDGX9oDFEKFQJFeW2G__-OE1yw/viewform,ASAP,FY25 Form,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Nikema Williams,Nikema,Williams,House,Democrat,GA-5,link,https://nikemawilliams.house.gov/appropriations-request-form,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Lucy McBath,Lucy,McBath,House,Democrat,GA-6,link,https://docs.google.com/forms/d/e/1FAIpQLSf1JXab65lO80aS1oGOAB0SqyoOxVAaz4y0rs-QOO_ViGgUzQ/viewform,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Austin Scott,Austin,Scott,House,Republican,GA-8,link,https://docs.google.com/forms/d/e/1FAIpQLSf9tiQGTVho87p-GOmkk_c_iV8JjrCM79aLQVAvogs9UcjXHQ/viewform,3/20/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mazie Hirono,Mazie,Hirono,Senate,Democrat,HI,link,https://oampluspublic.senate.gov/public/login/7dfabe41-c71b-42e3-8cdd-554c1699f1a5,3/20/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Ed Case,Ed,Case,House,Democrat,HI-1,link,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmJWvqfiDd8RNvFdeFCjoyUVUMTVRQlNNTTFUS0NPN0FMNk03NTMxV0hCVC4u,3/1/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jill Tokuda,Jill,Tokuda,House,Democrat,HI-2,link,https://airtable.com/appzfRtnpPnlxCEQd/shrFB4QHHHT4mfQ0t,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Joni Ernst,Joni,Ernst,Senate,Republican,IA,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Chuck Grassley,Chuck,Grassley,Senate,Republican,IA,,,,Email garrett_arbuckle@grassley.senate.gov,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mariannette Miller-Meeks,Mariannette,Miller-Meeks,House,Republican,IA-1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Ashley Hinson,Ashley,Hinson,House,Republican,IA-2,link,https://hinson.house.gov/fy27-appropriations-requests,2/27/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Zach Nunn,Zach,Nunn,House,Republican,IA-3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Randy Feenstra,Randy,Feenstra,House,Republican,IA-4,link,https://docs.google.com/document/d/1kk0DwppdI0ArXyB29asrTLgBoJ5KsDmK/edit,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mike Crapo,Mike,Crapo,Senate,Republican,ID,link,https://www.crapo.senate.gov/imo/media/doc/appropriations_request_form.pdf,tbd,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jim Risch,Jim,Risch,Senate,Republican,ID,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Russ Fulcher,Russ,Fulcher,House,Republican,ID-1,"Email karrah.spendlove@mail.house.gov and include if the request is for a new or existing program, if the request is equal to, greater than, or less than FY25 and FY26, and the justification",,3/4/2026,"Email karrah.spendlove@mail.house.gov and include if the request is for a new or existing program, if the request is equal to, greater than, or less than FY25 and FY26, and the justification",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mike Simpson,Mike,Simpson,House,Republican,ID-2,link,https://docs.google.com/forms/d/e/1FAIpQLSc2cqQhX1PripYFA1Z_RZGKpFE7lwZcmvkAuOE_OcldkuDAeA/viewform,3/1/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Dick Durbin,Dick,Durbin,Senate,Democrat,IL,link,https://www.durbin.senate.gov/congressionally-directed-spending-requests,4/21/2025,"Follow instructions for ""Programmatic Requests""",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jonathan Jackson,Jonathan,Jackson,House,Democrat,IL-1,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmM03THyJgtlEiPi7nclTDaFURE83NlZLSlNXRUw2OTY4TjNMVTFKVkVURS4u,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmM03THyJgtlEiPi7nclTDaFURE83NlZLSlNXRUw2OTY4TjNMVTFKVkVURS4u,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Brad Schneider,Brad,Schneider,House,Democrat,IL-10,link,https://forms.cloud.microsoft/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmIWohIEmLXdEkHd_sIX9uKdUNTdYRlk0T01HMDBIVUlKSjAyTE0zUkNFRi4u,2 weeks prior to subcommittee deadline,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mike Bost,Mike,Bost,House,Republican,IL-12,https://bost.house.gov/appropriations-requests,https://bost.house.gov/appropriations-requests,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Nikki Budzinski,Nikki,Budzinski,House,Democrat,IL-13,link,https://docs.google.com/forms/d/e/1FAIpQLSfPBDqHbxynbMhZD2Vs7RNsM_7FiQ8YuhlL_v6fSVXEPXsc7A/viewform,1 week prior to subcommittee deadline,Click here for subcommittee deadlines,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Lauren Underwood,Lauren,Underwood,House,Democrat,IL-14,link,https://docs.google.com/forms/d/e/1FAIpQLSdf8I8j9vqs56VCpVIsi0d2tvLFmjl6FmO7z3Nl7bvSUzJyog/viewform,3/6/2026,See this Youtube video for how to submit: https://www.youtube.com/watch?v=VpKeI6R9HuQ,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mary Miller,Mary,Miller,House,Republican,IL-15,link,https://marymiller.house.gov/sites/evo-subsites/marymiller.house.gov/files/evo-media-document/programmatic-and-language-request-form-fy27.pdf,3/31/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Darin LaHood,Darin,LaHood,House,Republican,IL-16,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Eric Sorensen,Eric,Sorensen,House,Democrat,IL-17,https://docs.google.com/forms/d/e/1FAIpQLScI6yBcc42jCsNVDlBGD9iE9yHElYFfEbxWJxaj5Xl5C4IrEA/viewform,https://docs.google.com/forms/d/e/1FAIpQLScI6yBcc42jCsNVDlBGD9iE9yHElYFfEbxWJxaj5Xl5C4IrEA/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Robin Kelly,Robin,Kelly,House,Democrat,IL-2,link,https://docs.google.com/forms/d/e/1FAIpQLSc5wJv4WybChAqi1h3ouGinvlKXVRoAJbV6qrg2r-NKiZCFbQ/viewform?usp=dialog,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Delia Ramirez,Delia,Ramirez,House,Democrat,IL-3,https://docs.google.com/forms/d/e/1FAIpQLSeXN477c5jE0MLlnsTKxjDPGpdQoEwKgxF3vCOZpsAoogrygQ/viewform,https://docs.google.com/forms/d/e/1FAIpQLSeXN477c5jE0MLlnsTKxjDPGpdQoEwKgxF3vCOZpsAoogrygQ/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Chuy Garcia,Chuy,Garcia,House,Democrat,IL-4,https://docs.google.com/forms/d/e/1FAIpQLSf67DLpYaEQvoAjvRH5HZ7IcDPTTdnJoUcQucrV-V1t89gr4w/viewform,https://docs.google.com/forms/d/e/1FAIpQLSf67DLpYaEQvoAjvRH5HZ7IcDPTTdnJoUcQucrV-V1t89gr4w/viewform,3/9/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mike Quigley,Mike,Quigley,House,Democrat,IL-5,link,https://docs.google.com/forms/d/e/1FAIpQLSeIYRQO3wACjzenJk7HT7Y5PhWI6dFRJO5EyDIK1L22_J4AMg/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Danny Davis,Danny,Davis,House,Democrat,IL-7,"email Jill.Hunter-Williams@mail.house.gov and William.Miles@mail.house.gov. IN THE SUBJECT LINE, please specify “FY27 PROGRAM REQUEST – [topic]” or “FY27 LANGUAGE REQUEST – [topic]” to help us identify your request correctly. Please include in the email as much detail about your request as possible including if there is a group letter supporting the request, whether the request is for report language or programmatic funding, the specific account/program associated with the request, the subcommittee of jurisdiction, and a short description of why the request is important.",,3/13,"email Jill.Hunter-Williams@mail.house.gov and William.Miles@mail.house.gov. IN THE SUBJECT LINE, please specify “FY27 PROGRAM REQUEST – [topic]” or “FY27 LANGUAGE REQUEST – [topic]” to help us identify your request correctly. Please include in the email as much detail about your request as possible including if there is a group letter supporting the request, whether the request is for report language or programmatic funding, the specific account/program associated with the request, the subcommittee of jurisdiction, and a short description of why the request is important.",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Raja Krishnamoorthi,Raja,Krishnamoorthi,House,Democrat,IL-8,link,https://docs.google.com/forms/d/e/1FAIpQLSd69XF-TmActwE7DknAWaqWkOxynxU8ZNNgGFCBUPI7KLMA4A/viewform,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jan Schakowsky,Jan,Schakowsky,House,Democrat,IL-9,https://docs.google.com/forms/d/e/1FAIpQLSd6vBRON9vebuW6SYfVCvaner959FeEqMb1a8AUbbLOVlXsMQ/viewform,https://docs.google.com/forms/d/e/1FAIpQLSd6vBRON9vebuW6SYfVCvaner959FeEqMb1a8AUbbLOVlXsMQ/viewform,3/8/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jim Banks,Jim,Banks,Senate,Republican,IN,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Rudy Yakym,Rudy,Yakym,House,Republican,IN-2,https://forms.cloud.microsoft/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmCyOnzUypZpOjIqJiDGJ915UQk5BT1pXUUZWRU83TUtIMkFTMENWUlRMTC4u&route=shorturl,https://forms.cloud.microsoft/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmCyOnzUypZpOjIqJiDGJ915UQk5BT1pXUUZWRU83TUtIMkFTMENWUlRMTC4u&route=shorturl,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Marlin Stutzman,Marlin,Stutzman,House,Republican,IN-3,link,https://docs.google.com/document/d/1dlymaKPXUEM0_CQ9hiGu8o2GqTV95p6W/edit,4/9/2026,"Please send all submissions to Jack.Johnstone@mail.house.gov or to our Deputy Chief of Staff, Hunter Miller (Hunter.Miller@mail.house.gov), and our Senior Legislative Assistant, Jordan Sorenson (Jordan.Sorenson@mail.house.gov).  If you have any questions – please reach out to Jack Johnstone or to Jordan Sorenson (Jordan.Sorenson@mail.house.gov) and, or Hunter Miller (Hunter.Miller@mail.house.gov).",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Victoria Spartz,Victoria,Spartz,House,Republican,IN-5,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Jefferson Shreve,Jefferson,Shreve,House,Republican,IN-6,link,https://forms.office.com/pages/responsepage.aspx?id=mYITktAiSU2NMHFw1YltmHyjk37Ce3hCvzLYbNqtnU9URUlEOEs1STJTSDZVNEpJS1BSQ0JOWEJFNi4u&route=shorturl,3/27/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Andre Carson,Andre,Carson,House,Democrat,IN-7,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmChFp39U47lKgQ9NI7u5NqtURDgyUTNFSVRWVFZZU0VXNk1CTTNRWjdJVyQlQCN0PWcu,https://forms.office.com/Pages/ResponsePage.aspx?id=mYITktAiSU2NMHFw1YltmChFp39U47lKgQ9NI7u5NqtURDgyUTNFSVRWVFZZU0VXNk1CTTNRWjdJVyQlQCN0PWcu,3/5/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mark Messmer,Mark,Messmer,House,Republican,IN-8,link,https://docs.google.com/forms/d/e/1FAIpQLScmqGN1ep9-DmOPhHWjdpnGgp-aJIb3jfDkUhJJfD1b_taIXg/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Erin Houchin,Erin,Houchin,House,Republican,IN-9,link,https://houchin.house.gov/services/programmatic-appropriations-request-form-fy27,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Roger Marshall,Roger,Marshall,Senate,Republican,KS,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Tracey Mann,Tracey,Mann,House,Republican,KS-1,link,https://mann.house.gov/services/appropriations-request,TBD,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Derek Schmidt,Derek,Schmidt,House,Republican,KS-2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Sharice Davids,Sharice,Davids,House,Democrat,KS-3,link,https://docs.google.com/forms/d/e/1FAIpQLSdMuDz4LQa4CZ11rESdznRJLrQhOufN1Y_CQxcNI_jBAIaktA/viewform,3/6/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Ron Estes,Ron,Estes,House,Republican,KS-4,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Mitch McConnell,Mitch,McConnell,Senate,Republican,KY,,,,No appropriations form; requests handled by meeting only,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Rand Paul,Rand,Paul,Senate,Republican,KY,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
James Comer,James,Comer,House,Republican,KY-1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Brett Guthrie,Brett,Guthrie,House,Republican,KY-2,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Morgan McGarvey,Morgan,McGarvey,House,Democrat,KY-3,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Thomas Massie,Thomas,Massie,House,Republican,KY-4,link,https://docs.google.com/document/d/1xDmZn1I5eAZoqSeXLyVx9bLSZlYc0-F3/edit,3/27/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Andy Barr,Andy,Barr,House,Republican,KY-6,link,https://docs.google.com/document/d/1pLqbTdLVtHncpVadcLNzZUSrFs-wQa8h/edit,4/3/2026,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
Steve Scalise,Steve,Scalise,House,Republican,LA-1,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0
